https://www.cafr.ebay.ca/itm/E79-European-Style-Antique-Home-Decor-Standing-Vintage-Corded-Telephone-K/273106627145?hash=item3f966c6a49:g:a-8AAOSw1cNaE9Nf,Détails :  E79 European Style Antique Home Decor Standing Vintage Corded Telephone K,"238,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E118-European-Retro-Home-Landline-Height-38cm-Wood-Decoration-Corded-Telephone-K/273106635723?hash=item3f966c8bcb:g:sTcAAOSw9gRaE9fn,Détails :  E118 European Retro Home Landline Height 38cm Wood Decoration Corded Telephone K,"218,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E124-Antique-Home-Landline-Height-33cm-Decoration-Cloth-Cord-Telephone-K/273106649505?hash=item3f966cc1a1:g:JxUAAOSwEOpaAB9W,Détails :  E124 Antique Home Landline Height 33cm Decoration Cloth Cord Telephone K,"258,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E72-European-Style-Classical-Antique-Home-Decor-Vintage-Corded-Telephone-K/273106650694?hash=item3f966cc646:g:PlQAAOSwxzdZ~AX4,Détails :  E72 European Style Classical Antique Home Decor Vintage Corded Telephone K,"178,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E167-European-Antique-Home-Landline-Height-27cm-Decoration-Corded-Telephone-K/273106653564?hash=item3f966cd17c:g:BnkAAOSwXaRaE9X1,Détails :  E167 European Antique Home Landline Height 27cm Decoration Corded Telephone K,"238,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E78-New-Classical-Fashion-Antique-Home-Decor-Standing-Vintage-Corded-Telephone-K/273106654643?hash=item3f966cd5b3:g:aRUAAOSwEOpZ~AXO,Détails :  E78 New Classical Fashion Antique Home Decor Standing Vintage Corded Telephone K,"188,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E142-Creative-Home-Landline-Height-26cm-Wood-Decoration-Plastic-Cord-Telephone-K/273106657190?hash=item3f966cdfa6:g:Bv4AAOSwVtZaE9cS,Détails :  E142 Creative Home Landline Height 26cm Wood Decoration Plastic Cord Telephone K,"208,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E135-New-European-Style-Fashion-Antique-Home-Decor-Vintage-Corded-Telephone-K/273106657706?hash=item3f966ce1aa:g:DxEAAOSwHNxaACwK,Détails :  E135 New European Style Fashion Antique Home Decor Vintage Corded Telephone K,"208,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E82-European-Fashion-Antique-Home-Decor-Black-Vintage-Corded-Telephone-K/273106658742?hash=item3f966ce5b6:g:wboAAOSw7z1aE9Mv,Détails :  E82 European Fashion Antique Home Decor Black Vintage Corded Telephone K,"238,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E153-European-Retro-Home-Landline-Height-30cm-Decoration-Cloth-Cord-Telephone-K/273106658987?hash=item3f966ce6ab:g:h0EAAOSwA~VaE9aQ,Détails :  E153 European Retro Home Landline Height 30cm Decoration Cloth Cord Telephone K,"258,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E156-Flower-Printed-Antique-Landline-Height-22cm-Wood-Decoration-Telephone-K/273106661037?hash=item3f966ceead:g:9ucAAOSwCMFaBrR1,Détails :  E156 Flower Printed Antique Landline Height 22cm Wood Decoration Telephone K,"228,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E114-European-Style-Classic-Antique-Home-Decor-Vintage-Corded-Telephone-K/273106665002?hash=item3f966cfe2a:g:bZUAAOSwehZaAB~1,Détails :  E114 European Style Classic Antique Home Decor Vintage Corded Telephone K,"218,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E155-Rose-Wood-Color-Home-Landline-Height-28cm-Cloth-Cord-Decoration-Telephone-K/273106666878?hash=item3f966d057e:g:x8wAAOSwglVaEoqX,Détails :  E155 Rose Wood Color Home Landline Height 28cm Cloth Cord Decoration Telephone K,"188,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E162-Stone-High-Grade-Height-25cm-Home-Landline-Decoration-Corded-Telephone-K/273106671329?hash=item3f966d16e1:g:uVsAAOSwmOJaCt1g,Détails :  E162 Stone High-Grade Height 25cm Home Landline Decoration Corded Telephone K,"238,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
https://www.cafr.ebay.ca/itm/E73-Simple-Antique-Home-Decor-Fashion-Sewing-Machine-Vintage-Corded-Telephone-K/273106678519?hash=item3f966d32f7:g:9v4AAOSwLYBaE9OC,Détails :  E73 Simple Antique Home Decor Fashion Sewing Machine Vintage Corded Telephone K,"228,70 AUD","Sydney, NSW, Australie","Australie, Amériques, Europe, Asie, Nouvelle-Zélande",30 jour renvois. l'acheteur paie les frais de renvoi
